year,team,conference,wins,losses,bowl_game,average_attendance,total_revenue,total_expense
2016,UCF,American Athletic,6.0,7.0,True,40715.41666666666,59379453.0,59379453.0
2017,UCF,American Athletic,13.0,0.0,True,33671.333333333336,56327225.0,56327225.0
2018,UCF,American Athletic,12.0,1.0,True,41903.75,61968057.0,61118971.0
2019,UCF,American Athletic,10.0,3.0,True,36919.0,69121887.0,67916343.0
2020,UCF,American Athletic,6.0,4.0,True,8527.555555555555,68865055.0,64226899.0
2021,UCF,American Athletic,9.0,4.0,True,36135.833333333336,68253692.0,60848697.0
2022,UCF,American Athletic,9.0,5.0,True,36125.66666666666,89228205.0,69099289.0
2023,UCF,Big 12,6.0,7.0,True,47839.75,84670604.0,88199644.0
2005,UCLA,Pac-10,10.0,2.0,True,0.0,46013054.0,46010599.0
2006,UCLA,Pac-10,7.0,6.0,True,64943.833333333336,52066786.0,52049868.0
2007,UCLA,Pac-10,6.0,7.0,True,62969.25,61309668.0,61309668.0
2008,UCLA,Pac-10,4.0,8.0,False,68153.33333333333,66088264.0,66088264.0
2009,UCLA,Pac-10,7.0,6.0,True,0.0,66177866.0,66177866.0
2010,UCLA,Pac-10,4.0,8.0,False,0.0,61875531.0,61875531.0
2011,UCLA,Pac-12,6.0,8.0,True,0.0,66003893.0,66003893.0
2012,UCLA,Pac-12,9.0,5.0,True,55570.38461538462,71731776.0,71731776.0
2013,UCLA,Pac-12,10.0,3.0,True,67221.0,83926720.0,83926720.0
2014,UCLA,Pac-12,10.0,3.0,True,64854.25,86426780.0,86426780.0
2015,UCLA,Pac-12,8.0,5.0,True,58898.75,96912767.0,96912767.0
2016,UCLA,Pac-12,4.0,8.0,False,60775.91666666666,98913023.0,98913023.0
2017,UCLA,Pac-12,6.0,7.0,True,56427.583333333336,104106646.0,104106646.0
2018,UCLA,Pac-12,3.0,9.0,False,53319.333333333336,130960560.0,130960560.0
2019,UCLA,Pac-12,4.0,8.0,False,42940.5,108412967.0,127339042.0
2020,UCLA,Pac-12,3.0,4.0,False,79.14285714285714,97674553.0,119391431.0
2021,UCLA,Pac-12,8.0,4.0,False,49463.583333333336,47652914.0,110128961.0
2022,UCLA,Pac-12,9.0,4.0,True,43586.333333333336,103061344.0,131106913.0
2023,UCLA,Pac-12,8.0,5.0,True,47949.0,105421505.0,141964728.0
2005,UConn,Big East,5.0,6.0,False,3636.363636363637,47195392.0,47359002.0
2006,UConn,Big East,4.0,8.0,False,37038.66666666666,49926983.0,49912115.0
2007,UConn,Big East,9.0,4.0,True,36805.75,52842927.0,52795923.0
2008,UConn,Big East,8.0,5.0,True,39016.583333333336,55218003.0,55025374.0
2009,UConn,Big East,8.0,5.0,True,0.0,58446441.0,58355426.0
2010,UConn,Big East,8.0,5.0,True,0.0,58505719.0,58379090.0
2011,UConn,Big East,5.0,7.0,False,0.0,63089340.0,62993983.0
2012,UConn,Big East,5.0,7.0,False,35270.333333333336,63566909.0,63828620.0
2013,UConn,American Athletic,3.0,9.0,False,26498.166666666668,63336022.0,63420811.0
2014,UConn,American Athletic,2.0,10.0,False,26971.666666666668,71519433.0,71396255.0
2015,UConn,American Athletic,6.0,7.0,True,32034.58333333333,72155789.0,72062423.0
2016,UConn,American Athletic,3.0,9.0,False,30652.5,79229275.0,79211704.0
2017,UConn,American Athletic,3.0,9.0,False,22899.25,83374223.0,83121820.0
2018,UConn,American Athletic,1.0,11.0,False,25923.58333333333,79308421.0,80905645.0
2019,UConn,American Athletic,2.0,10.0,False,23985.08333333333,80900404.0,80814173.0
2020,UConn,,,,,,75956210.0,78760755.0
2021,UConn,FBS Independents,1.0,11.0,False,23959.83333333333,58354901.0,60827848.0
2022,UConn,FBS Independents,6.0,7.0,True,32719.81818181818,99041960.0,96742518.0
2023,UConn,FBS Independents,3.0,9.0,False,30057.416666666668,93115408.0,90718903.0
2005,UL Monroe,Sun Belt,5.0,6.0,False,1975.090909090909,6652372.0,6647569.0
2006,UL Monroe,Sun Belt,4.0,8.0,False,30534.08333333333,7604942.0,7604242.0
2007,UL Monroe,Sun Belt,6.0,6.0,False,32657.75,9030596.0,8658622.0
2008,UL Monroe,Sun Belt,4.0,8.0,False,26955.916666666668,9413381.0,9242021.0
2009,UL Monroe,Sun Belt,6.0,6.0,False,0.0,10219451.0,10131066.0
2010,UL Monroe,Sun Belt,5.0,7.0,False,0.0,10752992.0,10700417.0
2011,UL Monroe,Sun Belt,4.0,8.0,False,0.0,11661727.0,10164038.0
2012,UL Monroe,Sun Belt,8.0,5.0,True,28242.416666666668,11323485.0,10769839.0
2013,UL Monroe,Sun Belt,6.0,6.0,False,25915.25,11231311.0,11439382.0
2014,UL Monroe,Sun Belt,4.0,8.0,False,35120.0,12128517.0,12336499.0
2015,UL Monroe,Sun Belt,2.0,11.0,False,27884.846153846152,12953419.0,12801041.0
2016,UL Monroe,Sun Belt,4.0,8.0,False,27511.58333333333,14653575.0,14617004.0
2017,UL Monroe,Sun Belt,4.0,8.0,False,20625.916666666668,16132421.0,15481778.0
2018,UL Monroe,Sun Belt,6.0,6.0,False,25017.58333333333,15500291.0,15896347.0
2019,UL Monroe,Sun Belt,5.0,7.0,False,23314.25,15568952.0,16927856.0
2020,UL Monroe,Sun Belt,0.0,10.0,False,4400.7,15295028.0,18111249.0
2021,UL Monroe,Sun Belt,4.0,8.0,False,25236.666666666668,16820553.0,18140898.0
2022,UL Monroe,Sun Belt,4.0,8.0,False,30006.33333333333,19119368.0,20527424.0
2023,UL Monroe,Sun Belt,2.0,10.0,False,26858.916666666668,19440802.0,21116234.0
2005,UNLV,Mountain West,2.0,9.0,False,0.0,24580619.0,24280990.0
2006,UNLV,Mountain West,2.0,10.0,False,27946.454545454544,32079311.0,32720926.0
2007,UNLV,Mountain West,2.0,10.0,False,26472.5,33240631.0,33484258.0
2008,UNLV,Mountain West,5.0,7.0,False,29417.75,38377947.0,37934266.0
2009,UNLV,Mountain West,5.0,7.0,False,0.0,37531196.0,36218647.0
2010,UNLV,Mountain West,2.0,11.0,False,0.0,56496233.0,59143059.0
2011,UNLV,Mountain West,2.0,10.0,False,0.0,59544869.0,60555156.0
2012,UNLV,Mountain West,2.0,11.0,False,19589.53846153846,58806533.0,58691671.0
2013,UNLV,Mountain West,7.0,6.0,True,24030.416666666668,64513044.0,63672024.0
2014,UNLV,Mountain West,2.0,11.0,False,22467.384615384617,44057560.0,44467342.0
2015,UNLV,Mountain West,3.0,9.0,False,26859.25,45015536.0,44935234.0
2016,UNLV,Mountain West,4.0,8.0,False,25606.25,46886024.0,46303882.0
2017,UNLV,Mountain West,5.0,7.0,False,25644.916666666668,47327478.0,47476606.0
2018,UNLV,Mountain West,4.0,8.0,False,22186.666666666668,50568292.0,50014197.0
2019,UNLV,Mountain West,4.0,8.0,False,22251.58333333333,50784275.0,50445250.0
2020,UNLV,Mountain West,0.0,6.0,False,666.6666666666666,57577488.0,57503667.0
2021,UNLV,Mountain West,2.0,10.0,False,24458.08333333333,52637180.0,52087692.0
2022,UNLV,Mountain West,5.0,7.0,False,26361.75,64243413.0,62644050.0
2023,UNLV,Mountain West,9.0,5.0,True,31730.53846153846,56560028.0,66547435.0
2005,UTEP,Conference USA,8.0,4.0,True,3889.4545454545455,21325408.0,21325403.0
2006,UTEP,Conference USA,5.0,7.0,False,33689.5,23449605.0,23740388.0
2007,UTEP,Conference USA,4.0,8.0,False,32365.0,23358129.0,23207842.0
2008,UTEP,Conference USA,5.0,7.0,False,26248.08333333333,25269243.0,25707421.0
2009,UTEP,Conference USA,4.0,8.0,False,0.0,25595295.0,25547680.0
2010,UTEP,Conference USA,6.0,7.0,True,0.0,26694008.0,26614312.0
2011,UTEP,Conference USA,5.0,7.0,False,0.0,27694358.0,27660527.0
2012,UTEP,Conference USA,3.0,9.0,False,35595.916666666664,27230937.0,27092238.0
2013,UTEP,Conference USA,2.0,10.0,False,28307.58333333333,29017848.0,28964808.0
2014,UTEP,Conference USA,7.0,6.0,True,25825.666666666668,28645661.0,28521887.0
2015,UTEP,Conference USA,5.0,7.0,False,24774.0,29836835.0,29395257.0
2016,UTEP,Conference USA,4.0,8.0,False,27322.58333333333,32709050.0,32510383.0
2017,UTEP,Conference USA,0.0,12.0,False,25540.75,31781343.0,32039189.0
2018,UTEP,Conference USA,1.0,11.0,False,20826.33333333333,32855303.0,33439133.0
2019,UTEP,Conference USA,1.0,11.0,False,21734.166666666668,33481654.0,32980563.0
2020,UTEP,Conference USA,3.0,5.0,False,6621.0,32172228.0,32059940.0
2021,UTEP,Conference USA,7.0,6.0,True,19803.58333333333,30423857.0,27416563.0
2022,UTEP,Conference USA,5.0,7.0,False,23629.58333333333,33131210.0,34370528.0
2023,UTEP,Conference USA,3.0,9.0,False,18071.416666666668,40707967.0,35386434.0
2005,UTSA,,,,,,7499025.0,7675714.0
2006,UTSA,,,,,,9828305.0,9271175.0
2007,UTSA,,,,,,9987498.0,9362601.0
2008,UTSA,,,,,,10370170.0,10210111.0
2009,UTSA,,,,,,11303479.0,11244584.0
2010,UTSA,,,,,,12981694.0,12948900.0
2011,UTSA,FCS Independents,4.0,6.0,False,,16675632.0,16004767.0
2012,UTSA,Western Athletic,8.0,4.0,False,23307.33333333333,22308205.0,21223077.0
2013,UTSA,Conference USA,7.0,5.0,False,28603.75,23807953.0,24891193.0
2014,UTSA,Conference USA,4.0,8.0,False,27064.25,26937994.0,27175879.0
2015,UTSA,Conference USA,3.0,9.0,False,26652.416666666668,26807547.0,26177864.0
2016,UTSA,Conference USA,6.0,7.0,True,28180.83333333333,27426009.0,26443958.0
2017,UTSA,Conference USA,6.0,5.0,False,23764.454545454544,28772631.0,30104385.0
2018,UTSA,Conference USA,3.0,9.0,False,27133.25,30368193.0,31308818.0
2019,UTSA,Conference USA,4.0,8.0,False,27099.166666666668,33657739.0,32278508.0
2020,UTSA,Conference USA,7.0,5.0,True,6404.6,32333272.0,29952605.0
2021,UTSA,Conference USA,12.0,2.0,True,25524.46153846154,30361814.0,29521154.0
2022,UTSA,Conference USA,11.0,3.0,True,30237.46153846154,38183028.0,39156362.0
2023,UTSA,American Athletic,9.0,4.0,True,32593.416666666668,50434434.0,44922768.0
2005,Utah,Mountain West,7.0,5.0,True,0.0,25506145.0,21311639.0
2006,Utah,Mountain West,8.0,5.0,True,38762.333333333336,25046766.0,24477346.0
2007,Utah,Mountain West,9.0,4.0,True,38908.16666666666,25913332.0,26328003.0
2008,Utah,Mountain West,13.0,0.0,True,42087.5,27447140.0,27928663.0
2009,Utah,Mountain West,10.0,3.0,True,0.0,32026436.0,31302138.0
2010,Utah,Mountain West,10.0,3.0,True,0.0,30882390.0,31742827.0
2011,Utah,Pac-12,8.0,5.0,True,0.0,38091538.0,36846478.0
2012,Utah,Pac-12,5.0,7.0,False,47822.833333333336,40838218.0,43719503.0
2013,Utah,Pac-12,5.0,7.0,False,47917.5,46855283.0,49520152.0
2014,Utah,Pac-12,9.0,4.0,True,52905.083333333336,56470310.0,50531606.0
2015,Utah,Pac-12,10.0,3.0,True,50026.583333333336,62441552.0,58734014.0
2016,Utah,Pac-12,9.0,4.0,True,45046.16666666666,79447512.0,78051971.0
2017,Utah,Pac-12,7.0,6.0,True,51317.833333333336,83672639.0,81620307.0
2018,Utah,Pac-12,9.0,5.0,True,40374.84615384616,91386593.0,87578834.0
2019,Utah,Pac-12,11.0,3.0,True,47557.84615384616,99526695.0,96000514.0
2020,Utah,Pac-12,3.0,2.0,False,51.8,97217204.0,95185806.0
2021,Utah,Pac-12,10.0,4.0,True,44975.53846153846,51021217.0,82056884.0
2022,Utah,Pac-12,10.0,4.0,True,50608.53846153846,115719266.0,111880434.0
2023,Utah,Pac-12,8.0,5.0,True,52660.5,126256291.0,124453484.0
2005,Utah State,Western Athletic,3.0,8.0,False,0.0,10965546.0,10965044.0
2006,Utah State,Western Athletic,1.0,11.0,False,22731.75,10933624.0,11501727.0
2007,Utah State,Western Athletic,2.0,10.0,False,24443.916666666668,12822145.0,12690335.0
2008,Utah State,Western Athletic,3.0,9.0,False,20521.75,13496893.0,14595321.0
2009,Utah State,Western Athletic,4.0,8.0,False,0.0,16953640.0,17801913.0
2010,Utah State,Western Athletic,4.0,8.0,False,0.0,19201898.0,19344112.0
2011,Utah State,Western Athletic,7.0,6.0,True,0.0,22777944.0,19700480.0
2012,Utah State,Western Athletic,11.0,2.0,True,29201.166666666668,21061242.0,21565777.0
2013,Utah State,Mountain West,9.0,5.0,True,27515.92307692308,23684266.0,24307048.0
2014,Utah State,Mountain West,10.0,4.0,True,26272.0,25152919.0,25707325.0
2015,Utah State,Mountain West,6.0,7.0,True,27504.5,30333172.0,28287417.0
2016,Utah State,Mountain West,3.0,9.0,False,27593.33333333333,32045471.0,32416285.0
2017,Utah State,Mountain West,6.0,7.0,True,24256.08333333333,34398296.0,34213406.0
2018,Utah State,Mountain West,11.0,2.0,True,28211.916666666668,38712397.0,39075114.0
2019,Utah State,Mountain West,7.0,6.0,True,28100.916666666668,41558060.0,40798434.0
2020,Utah State,Mountain West,1.0,5.0,False,1431.5,39676192.0,40198092.0
2021,Utah State,Mountain West,11.0,3.0,True,18632.76923076923,36841415.0,36047203.0
2022,Utah State,Mountain West,6.0,7.0,True,29679.58333333333,43157838.0,42824185.0
2023,Utah State,Mountain West,6.0,7.0,True,22899.0,51789705.0,51389553.0
2005,Virginia,ACC,7.0,5.0,True,0.0,63060540.0,59825403.0
2006,Virginia,ACC,5.0,7.0,False,54003.91666666666,52898726.0,51591398.0
2007,Virginia,ACC,9.0,4.0,True,46033.41666666666,64069968.0,64852417.0
2008,Virginia,ACC,5.0,7.0,False,49158.16666666666,64396612.0,65838543.0
2009,Virginia,ACC,3.0,9.0,False,0.0,67141171.0,63696905.0
2010,Virginia,ACC,4.0,8.0,False,0.0,81841633.0,70870412.0
2011,Virginia,ACC,8.0,5.0,True,0.0,78439006.0,72400342.0
2012,Virginia,ACC,4.0,8.0,False,42465.91666666666,80835566.0,75437849.0
2013,Virginia,ACC,2.0,10.0,False,46205.66666666666,84402710.0,84201789.0
2014,Virginia,ACC,5.0,7.0,False,45984.16666666666,83697971.0,87426105.0
2015,Virginia,ACC,4.0,8.0,False,46753.5,91256772.0,91345925.0
2016,Virginia,ACC,2.0,10.0,False,40014.75,103272319.0,99801739.0
2017,Virginia,ACC,6.0,7.0,True,41735.5,92865175.0,100324517.0
2018,Virginia,ACC,8.0,5.0,True,37946.5,106581570.0,106926915.0
2019,Virginia,ACC,9.0,5.0,True,52334.07692307692,110219117.0,112621238.0
2020,Virginia,ACC,5.0,5.0,False,3561.1,110283933.0,111779897.0
2021,Virginia,ACC,6.0,6.0,False,44002.41666666666,105346428.0,101172838.0
2022,Virginia,ACC,3.0,7.0,False,35685.9,161916231.0,150584173.0
2023,Virginia,ACC,3.0,9.0,False,46817.083333333336,140937329.0,138225818.0
2005,Virginia Tech,ACC,11.0,2.0,True,6062.416666666667,45730485.0,37465129.0
2006,Virginia Tech,ACC,10.0,3.0,True,59134.41666666666,48658004.0,45311500.0
2007,Virginia Tech,ACC,11.0,3.0,True,58688.69230769231,65602382.0,56064171.0
2008,Virginia Tech,ACC,10.0,4.0,True,64766.61538461538,64412343.0,59157745.0
2009,Virginia Tech,ACC,10.0,3.0,True,0.0,60895876.0,58920659.0
2010,Virginia Tech,ACC,11.0,3.0,True,0.0,63613464.0,55738633.0
2011,Virginia Tech,ACC,11.0,3.0,True,0.0,66909557.0,62594797.0
2012,Virginia Tech,ACC,7.0,6.0,True,57902.91666666666,70723748.0,66970798.0
2013,Virginia Tech,ACC,8.0,5.0,True,57406.833333333336,70030484.0,66581916.0
2014,Virginia Tech,ACC,7.0,6.0,True,52783.41666666666,73065186.0,69597779.0
2015,Virginia Tech,ACC,7.0,6.0,True,49440.75,80230095.0,77679721.0
2016,Virginia Tech,ACC,10.0,4.0,True,62460.07692307692,83702698.0,84617028.0
2017,Virginia Tech,ACC,9.0,4.0,True,53273.333333333336,87427526.0,90716423.0
2018,Virginia Tech,ACC,6.0,7.0,True,53321.91666666666,98485395.0,93588260.0
2019,Virginia Tech,ACC,8.0,5.0,True,55829.083333333336,96772489.0,93961068.0
2020,Virginia Tech,ACC,5.0,6.0,False,2425.7272727272725,99193958.0,97492220.0
2021,Virginia Tech,ACC,6.0,7.0,True,52465.75,90296622.0,85587390.0
2022,Virginia Tech,ACC,3.0,8.0,False,49478.454545454544,112690598.0,117280036.0
2023,Virginia Tech,ACC,7.0,6.0,True,56556.16666666666,129522082.0,116947347.0
2005,Washington,Pac-10,2.0,9.0,False,0.0,43197964.0,45423346.0
2006,Washington,Pac-10,5.0,7.0,False,60602.0,52441834.0,49011005.0
2007,Washington,Pac-10,4.0,9.0,False,60240.230769230766,59648451.0,50795299.0
2008,Washington,Pac-10,0.0,12.0,False,60195.5,60729016.0,57330671.0
2009,Washington,Pac-10,5.0,7.0,False,0.0,54019862.0,60575780.0
2010,Washington,Pac-10,7.0,6.0,True,0.0,64034410.0,61640598.0
2011,Washington,Pac-12,7.0,6.0,True,0.0,70231336.0,67900835.0
2012,Washington,Pac-12,7.0,6.0,True,55780.083333333336,82594783.0,73833643.0
2013,Washington,Pac-12,9.0,4.0,True,62588.5,85072886.0,76209927.0
2014,Washington,Pac-12,8.0,6.0,True,48135.0,100275187.0,86097137.0
2015,Washington,Pac-12,7.0,6.0,True,55866.66666666666,103540117.0,104403253.0
2016,Washington,Pac-12,12.0,2.0,True,56627.69230769231,107154560.0,109560972.0
2017,Washington,Pac-12,10.0,3.0,True,59096.5,128745183.0,123503513.0
2018,Washington,Pac-12,10.0,4.0,True,57614.69230769231,130919331.0,126133008.0
2019,Washington,Pac-12,8.0,5.0,True,58317.083333333336,133792677.0,131317636.0
2020,Washington,Pac-12,3.0,1.0,False,271.0,137573939.0,128976495.0
2021,Washington,Pac-12,4.0,8.0,False,56381.583333333336,83431816.0,86150595.0
2022,Washington,Pac-12,11.0,2.0,True,53646.09090909091,145184864.0,149458923.0
2023,Washington,Pac-12,14.0,1.0,True,61481.53846153846,151599477.0,150037375.0
2005,Washington State,Pac-10,4.0,7.0,False,0.0,28391053.0,27873562.0
2006,Washington State,Pac-10,6.0,6.0,False,43078.75,31928693.0,29444187.0
2007,Washington State,Pac-10,5.0,7.0,False,50415.333333333336,34228297.0,32030273.0
2008,Washington State,Pac-10,2.0,11.0,False,35096.307692307695,39621060.0,36495847.0
2009,Washington State,Pac-10,1.0,11.0,False,0.0,38293755.0,38079471.0
2010,Washington State,Pac-10,2.0,10.0,False,0.0,39352096.0,38045842.0
2011,Washington State,Pac-12,4.0,8.0,False,0.0,39983482.0,40617093.0
2012,Washington State,Pac-12,3.0,9.0,False,39402.5,42729548.0,47962255.0
2013,Washington State,Pac-12,6.0,7.0,True,46400.75,47191240.0,52126124.0
2014,Washington State,Pac-12,3.0,9.0,False,35625.916666666664,54426818.0,68141258.0
2015,Washington State,Pac-12,9.0,4.0,True,43111.41666666666,54112604.0,67386939.0
2016,Washington State,Pac-12,8.0,5.0,True,37004.5,58753266.0,71688623.0
2017,Washington State,Pac-12,9.0,4.0,True,38890.41666666666,64294520.0,71801820.0
2018,Washington State,Pac-12,11.0,2.0,True,33900.083333333336,65117715.0,73775035.0
2019,Washington State,Pac-12,6.0,7.0,True,39656.75,71691339.0,76258966.0
2020,Washington State,Pac-12,1.0,3.0,False,0.0,74741186.0,77271930.0
2021,Washington State,Pac-12,7.0,6.0,True,35502.333333333336,40089718.0,65002028.0
2022,Washington State,Pac-12,7.0,6.0,True,37975.27272727273,85028825.0,83691991.0
2023,Washington State,Pac-12,5.0,7.0,False,37559.16666666666,78981224.0,90909237.0
2005,West Virginia,Big East,11.0,1.0,True,4966.363636363636,33541339.0,35853722.0
2006,West Virginia,Big East,11.0,2.0,True,52592.0,49917536.0,39160670.0
2007,West Virginia,Big East,11.0,2.0,True,53080.75,46970708.0,42720691.0
2008,West Virginia,Big East,9.0,4.0,True,53325.083333333336,54262716.0,49052709.0
2009,West Virginia,Big East,9.0,4.0,True,0.0,55658165.0,53368035.0
2010,West Virginia,Big East,9.0,4.0,True,0.0,62030104.0,56607917.0
2011,West Virginia,Big East,10.0,3.0,True,0.0,60451426.0,61709469.0
2012,West Virginia,Big 12,7.0,6.0,True,58974.16666666666,80064869.0,92968960.0
2013,West Virginia,Big 12,4.0,8.0,False,52386.16666666666,77706698.0,73501593.0
2014,West Virginia,Big 12,7.0,6.0,True,60181.0,77626819.0,76618251.0
2015,West Virginia,Big 12,8.0,5.0,True,52817.75,90523565.0,87265473.0
2016,West Virginia,Big 12,10.0,3.0,True,58559.833333333336,105140368.0,85900652.0
2017,West Virginia,Big 12,7.0,6.0,True,54422.0,110565870.0,89196193.0
2018,West Virginia,Big 12,8.0,4.0,True,61927.0,102684423.0,91807281.0
2019,West Virginia,Big 12,5.0,7.0,False,53160.91666666666,102680928.0,98249890.0
2020,West Virginia,Big 12,6.0,4.0,True,10507.555555555557,86869104.0,90208214.0
2021,West Virginia,Big 12,6.0,7.0,True,48797.5,72982006.0,64814692.0
2022,West Virginia,Big 12,5.0,7.0,False,57327.66666666666,105193311.0,97067706.0
2023,West Virginia,Big 12,9.0,4.0,True,54786.16666666666,105960843.0,103142400.0
2005,Western Kentucky,MVFC,6.0,5.0,False,0.0,14577734.0,14577734.0
2006,Western Kentucky,MVFC,6.0,5.0,False,92746.0,16081045.0,16081045.0
2007,Western Kentucky,FBS Independents,7.0,5.0,False,20564.916666666668,17208710.0,17208710.0
2008,Western Kentucky,FBS Independents,2.0,10.0,False,32468.58333333333,19957909.0,19957909.0
2009,Western Kentucky,Sun Belt,0.0,12.0,False,0.0,22322317.0,22322317.0
2010,Western Kentucky,Sun Belt,2.0,10.0,False,0.0,23243348.0,23243348.0
2011,Western Kentucky,Sun Belt,7.0,5.0,False,0.0,22269484.0,22269484.0
2012,Western Kentucky,Sun Belt,7.0,6.0,True,27919.25,25770262.0,25770262.0
2013,Western Kentucky,Sun Belt,8.0,4.0,False,27312.916666666668,27606401.0,27607401.0
2014,Western Kentucky,Conference USA,8.0,5.0,True,20528.666666666668,27716031.0,27716031.0
2015,Western Kentucky,Conference USA,12.0,2.0,True,25516.30769230769,30212548.0,30212548.0
2016,Western Kentucky,Conference USA,11.0,3.0,True,24054.0,29456758.0,29456758.0
2017,Western Kentucky,Conference USA,6.0,7.0,True,19902.33333333333,30439066.0,30439067.0
2018,Western Kentucky,Conference USA,3.0,9.0,False,22515.33333333333,30595026.0,30595027.0
2019,Western Kentucky,Conference USA,9.0,4.0,True,19248.5,30770123.0,30770123.0
2020,Western Kentucky,Conference USA,5.0,7.0,True,6115.9,31531023.0,31531023.0
2021,Western Kentucky,Conference USA,9.0,5.0,True,24129.916666666668,28866023.0,28866023.0
2022,Western Kentucky,Conference USA,9.0,5.0,True,23009.76923076923,35142710.0,35142710.0
2023,Western Kentucky,Conference USA,8.0,5.0,True,22952.08333333333,40380458.0,40380458.0
2005,Western Michigan,Mid-American,7.0,4.0,False,2227.0,19635621.0,19611155.0
2006,Western Michigan,Mid-American,8.0,5.0,True,28428.08333333333,21023575.0,20962318.0
2007,Western Michigan,Mid-American,5.0,7.0,False,28599.166666666668,21011544.0,21271146.0
2008,Western Michigan,Mid-American,9.0,4.0,True,24798.416666666668,21990723.0,21635009.0
2009,Western Michigan,Mid-American,5.0,7.0,False,0.0,23051148.0,24545495.0
2010,Western Michigan,Mid-American,6.0,6.0,False,0.0,23761393.0,23233399.0
2011,Western Michigan,Mid-American,7.0,6.0,True,0.0,25627752.0,25410420.0
2012,Western Michigan,Mid-American,4.0,8.0,False,18097.416666666668,27899949.0,27817159.0
2013,Western Michigan,Mid-American,1.0,11.0,False,26334.08333333333,28624348.0,28630285.0
2014,Western Michigan,Mid-American,8.0,5.0,True,19105.33333333333,28927072.0,30113764.0
2015,Western Michigan,Mid-American,8.0,5.0,True,24918.58333333333,34698711.0,33255611.0
2016,Western Michigan,Mid-American,13.0,1.0,True,24008.53846153846,37650232.0,37643168.0
2017,Western Michigan,Mid-American,6.0,6.0,False,24137.666666666668,38516531.0,38271134.0
2018,Western Michigan,Mid-American,7.0,6.0,True,23749.75,36223080.0,37925540.0
2019,Western Michigan,Mid-American,7.0,6.0,True,23280.75,38492604.0,38997076.0
2020,Western Michigan,Mid-American,4.0,2.0,False,358.6666666666667,33195174.0,35166128.0
2021,Western Michigan,Mid-American,8.0,5.0,True,24307.666666666668,26813945.0,26924574.0
2022,Western Michigan,Mid-American,5.0,7.0,False,20554.272727272728,39162014.0,34422527.0
2023,Western Michigan,Mid-American,4.0,8.0,False,25193.36363636364,41215879.0,41235356.0
2005,Wisconsin,Big Ten,10.0,3.0,True,0.0,75814556.0,75719048.0
2006,Wisconsin,Big Ten,12.0,1.0,True,72648.25,78948241.0,78845355.0
2007,Wisconsin,Big Ten,9.0,4.0,True,71795.58333333333,84312381.0,83134641.0
2008,Wisconsin,Big Ten,7.0,6.0,True,67886.33333333333,95118124.0,93008125.0
2009,Wisconsin,Big Ten,10.0,3.0,True,0.0,91806135.0,89643069.0
2010,Wisconsin,Big Ten,11.0,2.0,True,0.0,96038912.0,92259330.0
2011,Wisconsin,Big Ten,11.0,3.0,True,0.0,96288191.0,95623345.0
2012,Wisconsin,Big Ten,8.0,6.0,True,70169.38461538461,103803040.0,102275206.0
2013,Wisconsin,Big Ten,9.0,4.0,True,74551.91666666667,149141405.0,146659187.0
2014,Wisconsin,Big Ten,11.0,3.0,True,62085.307692307695,127910918.0,125096235.0
2015,Wisconsin,Big Ten,10.0,3.0,True,70269.16666666667,123895543.0,118691112.0
2016,Wisconsin,Big Ten,11.0,3.0,True,73030.92307692308,132788726.0,130433373.0
2017,Wisconsin,Big Ten,13.0,1.0,True,69316.15384615384,143420668.0,142930591.0
2018,Wisconsin,Big Ten,8.0,5.0,True,76626.83333333333,151966795.0,149798158.0
2019,Wisconsin,Big Ten,10.0,4.0,True,71662.53846153847,157660107.0,154621828.0
2020,Wisconsin,Big Ten,4.0,3.0,True,341.6666666666667,148198907.0,149196055.0
2021,Wisconsin,Big Ten,9.0,4.0,True,63777.833333333336,106916838.0,127088011.0
2022,Wisconsin,Big Ten,7.0,6.0,True,73593.90909090909,150100977.0,147807183.0
2023,Wisconsin,Big Ten,7.0,6.0,True,63673.41666666666,197723038.0,194020289.0
2005,Wyoming,Mountain West,4.0,7.0,False,0.0,21445005.0,20924672.0
2006,Wyoming,Mountain West,6.0,6.0,False,29185.0,21187320.0,22292557.0
2007,Wyoming,Mountain West,5.0,7.0,False,22848.166666666668,23420960.0,23937954.0
2008,Wyoming,Mountain West,4.0,8.0,False,30682.75,24547609.0,24876915.0
2009,Wyoming,Mountain West,7.0,6.0,True,0.0,26534233.0,26611238.0
2010,Wyoming,Mountain West,3.0,9.0,False,0.0,26979594.0,26524851.0
2011,Wyoming,Mountain West,8.0,5.0,True,0.0,27577001.0,27800441.0
2012,Wyoming,Mountain West,4.0,8.0,False,26169.25,30266873.0,30476152.0
2013,Wyoming,Mountain West,5.0,7.0,False,28084.83333333333,29647103.0,29731941.0
2014,Wyoming,Mountain West,4.0,8.0,False,28015.08333333333,32336367.0,32966973.0
2015,Wyoming,Mountain West,2.0,10.0,False,22536.0,35260511.0,33364169.0
2016,Wyoming,Mountain West,8.0,6.0,True,26125.53846153846,36878369.0,37221003.0
2017,Wyoming,Mountain West,8.0,5.0,True,25590.25,40372222.0,38669544.0
2018,Wyoming,Mountain West,6.0,6.0,False,23601.75,44910641.0,43005108.0
2019,Wyoming,Mountain West,8.0,5.0,True,22821.33333333333,47046852.0,48154020.0
2020,Wyoming,Mountain West,2.0,4.0,False,1618.3333333333333,44543915.0,45057916.0
